13 - Rio Vermelho
14 - Amaralina
15 - Pituba
16 - Boca do Rio
17 - Piata
18 - Itapua
22 - Jd Margaridas
29 - Pernambues
50 - CAB
52 - Cam das Arvores
53 - Itaigara
54 - Stiep
64 - Sao Cristovao
105 - Nordt Amaralina
113 - Patamares
115 - Imbui
116 - Costa Azul
117 - Stella Maris
118 - Jardim Armacao
119 - Mussurunga
139 - Trobogy
140 - Paralela
141 - Pituaçu
145 - Alt Coqueirinho
149 - Aeroporto
183 - Narandiba
186 - Pa do Flamengo
191 - Bairro da Paz
193 - N Brasilia Itap
204 - Faz Grande IV
233 - Cassange
238 - Itinga
242 - Mussurunga
243 - Sao Cristovao
246 - Cassange
301 - Areia Branca
304 - Saboeiro
305 - Sao Rafael
306 - Vale dos Lagos
307 - Canabrava
